#time [s]	amplitude [V]
-5.750950000000e-003	1.04410e-002
-5.745750000000e-003	1.20490e-002
-5.740550000000e-003	1.28530e-002
-5.735350000000e-003	1.20490e-002
-5.730150000000e-003	1.20490e-002
-5.724950000000e-003	1.20490e-002
-5.719750000000e-003	1.12450e-002
-5.714550000000e-003	1.12450e-002
-5.709350000000e-003	1.28530e-002
-5.704150000000e-003	1.12450e-002
-5.698950000000e-003	1.28530e-002
-5.693750000000e-003	1.20490e-002
-5.688550000000e-003	1.12450e-002
-5.683350000000e-003	1.04410e-002
-5.678150000000e-003	1.28530e-002
-5.672950000000e-003	1.20490e-002
-5.667750000000e-003	1.12450e-002
-5.662550000000e-003	1.12450e-002
-5.657350000000e-003	1.12450e-002
-5.652150000000e-003	1.20490e-002
-5.646950000000e-003	1.20490e-002
-5.641750000000e-003	1.20490e-002
-5.636550000000e-003	1.20490e-002
-5.631350000000e-003	1.28530e-002
-5.626150000000e-003	1.28530e-002
-5.620950000000e-003	1.28530e-002
-5.615750000000e-003	1.20490e-002
-5.610550000000e-003	1.12450e-002
-5.605350000000e-003	1.20490e-002
-5.600150000000e-003	1.12450e-002
-5.594950000000e-003	1.28530e-002
-5.589750000000e-003	1.28530e-002
-5.584550000000e-003	1.12450e-002
-5.579350000000e-003	1.20490e-002
-5.574150000000e-003	1.20490e-002
-5.568950000000e-003	1.28530e-002
-5.563750000000e-003	1.28530e-002
-5.558550000000e-003	1.28530e-002
-5.553350000000e-003	1.12450e-002
-5.548150000000e-003	1.20490e-002
-5.542950000000e-003	1.12450e-002
-5.537750000000e-003	1.20490e-002
-5.532550000000e-003	1.12450e-002
-5.527350000000e-003	1.12450e-002
-5.522150000000e-003	1.28530e-002
-5.516950000000e-003	1.12450e-002
-5.511750000000e-003	1.12450e-002
-5.506550000000e-003	1.04410e-002
-5.501350000000e-003	1.20490e-002
-5.496150000000e-003	1.20490e-002
-5.490950000000e-003	1.28530e-002
-5.485750000000e-003	1.12450e-002
-5.480550000000e-003	1.20490e-002
-5.475350000000e-003	1.12450e-002
-5.470150000000e-003	1.20490e-002
-5.464950000000e-003	1.12450e-002
-5.459750000000e-003	1.20490e-002
-5.454550000000e-003	1.12450e-002
-5.449350000000e-003	1.20490e-002
-5.444150000000e-003	1.12450e-002
-5.438950000000e-003	1.20490e-002
-5.433750000000e-003	1.12450e-002
-5.428550000000e-003	1.20490e-002
-5.423350000000e-003	1.20490e-002
-5.418150000000e-003	1.12450e-002
-5.412950000000e-003	1.20490e-002
-5.407750000000e-003	1.20490e-002
-5.402550000000e-003	1.04410e-002
-5.397350000000e-003	1.20490e-002
-5.392150000000e-003	1.12450e-002
-5.386950000000e-003	1.12450e-002
-5.381750000000e-003	1.20490e-002
-5.376550000000e-003	1.12450e-002
-5.371350000000e-003	1.04410e-002
-5.366150000000e-003	1.12450e-002
-5.360950000000e-003	1.20490e-002
-5.355750000000e-003	1.12450e-002
-5.350550000000e-003	1.20490e-002
-5.345350000000e-003	1.20490e-002
-5.340150000000e-003	1.20490e-002
-5.334950000000e-003	1.20490e-002
-5.329750000000e-003	1.28530e-002
-5.324550000000e-003	1.20490e-002
-5.319350000000e-003	1.12450e-002
-5.314150000000e-003	1.20490e-002
-5.308950000000e-003	1.20490e-002
-5.303750000000e-003	1.12450e-002
-5.298550000000e-003	1.12450e-002
-5.293350000000e-003	1.12450e-002
-5.288150000000e-003	1.20490e-002
-5.282950000000e-003	1.12450e-002
-5.277750000000e-003	1.04410e-002
-5.272550000000e-003	1.12450e-002
-5.267350000000e-003	1.12450e-002
-5.262150000000e-003	1.20490e-002
-5.256950000000e-003	1.20490e-002
-5.251750000000e-003	1.12450e-002
-5.246550000000e-003	1.12450e-002
-5.241350000000e-003	1.12450e-002
-5.236150000000e-003	1.04410e-002
-5.230950000000e-003	1.12450e-002
-5.225750000000e-003	1.12450e-002
-5.220550000000e-003	1.12450e-002
-5.215350000000e-003	1.20490e-002
-5.210150000000e-003	1.28530e-002
-5.204950000000e-003	1.20490e-002
-5.199750000000e-003	1.12450e-002
-5.194550000000e-003	1.04410e-002
-5.189350000000e-003	1.20490e-002
-5.184150000000e-003	1.12450e-002
-5.178950000000e-003	1.12450e-002
-5.173750000000e-003	1.20490e-002
-5.168550000000e-003	1.20490e-002
-5.163350000000e-003	1.12450e-002
-5.158150000000e-003	1.12450e-002
-5.152950000000e-003	1.12450e-002
-5.147750000000e-003	1.04410e-002
-5.142550000000e-003	1.36570e-002
-5.137350000000e-003	1.20490e-002
-5.132150000000e-003	1.20490e-002
-5.126950000000e-003	1.12450e-002
-5.121750000000e-003	1.28530e-002
-5.116550000000e-003	1.20490e-002
-5.111350000000e-003	1.12450e-002
-5.106150000000e-003	1.28530e-002
-5.100950000000e-003	1.36570e-002
-5.095750000000e-003	1.28530e-002
-5.090550000000e-003	1.28530e-002
-5.085350000000e-003	1.12450e-002
-5.080150000000e-003	1.28530e-002
-5.074950000000e-003	1.20490e-002
-5.069750000000e-003	1.20490e-002
-5.064550000000e-003	1.20490e-002
-5.059350000000e-003	1.12450e-002
-5.054150000000e-003	1.28530e-002
-5.048950000000e-003	1.28530e-002
-5.043750000000e-003	1.20490e-002
-5.038550000000e-003	1.28530e-002
-5.033350000000e-003	1.20490e-002
-5.028150000000e-003	1.20490e-002
-5.022950000000e-003	1.12450e-002
-5.017750000000e-003	1.20490e-002
-5.012550000000e-003	1.28530e-002
-5.007350000000e-003	1.28530e-002
-5.002150000000e-003	1.28530e-002
-4.996950000000e-003	1.20490e-002
-4.991750000000e-003	1.28530e-002
-4.986550000000e-003	1.20490e-002
-4.981350000000e-003	1.20490e-002
-4.976150000000e-003	1.36570e-002
-4.970950000000e-003	1.36570e-002
-4.965750000000e-003	1.28530e-002
-4.960550000000e-003	1.28530e-002
-4.955350000000e-003	1.28530e-002
-4.950150000000e-003	1.44611e-002
-4.944950000000e-003	1.36570e-002
-4.939750000000e-003	1.60691e-002
-4.934550000000e-003	1.44611e-002
-4.929350000000e-003	1.52651e-002
-4.924150000000e-003	1.68731e-002
-4.918950000000e-003	1.84812e-002
-4.913750000000e-003	1.84812e-002
-4.908550000000e-003	1.84812e-002
-4.903350000000e-003	2.00892e-002
-4.898150000000e-003	2.00892e-002
-4.892950000000e-003	2.16972e-002
-4.887750000000e-003	2.25013e-002
-4.882550000000e-003	2.41093e-002
-4.877350000000e-003	2.49133e-002
-4.872150000000e-003	2.73254e-002
-4.866950000000e-003	2.89334e-002
-4.861750000000e-003	3.29535e-002
-4.856550000000e-003	3.29535e-002
-4.851350000000e-003	3.61696e-002
-4.846150000000e-003	3.85817e-002
-4.840950000000e-003	4.17977e-002
-4.835750000000e-003	4.58178e-002
-4.830550000000e-003	4.98379e-002
-4.825350000000e-003	5.38580e-002
-4.820150000000e-003	5.62701e-002
-4.814950000000e-003	5.86822e-002
-4.809750000000e-003	6.18982e-002
-4.804550000000e-003	6.51143e-002
-4.799350000000e-003	6.51143e-002
-4.794150000000e-003	6.75264e-002
-4.788950000000e-003	6.83304e-002
-4.783750000000e-003	6.67224e-002
-4.778550000000e-003	6.67224e-002
-4.773350000000e-003	6.35063e-002
-4.768150000000e-003	6.35063e-002
-4.762950000000e-003	6.10942e-002
-4.757750000000e-003	5.86822e-002
-4.752550000000e-003	5.70741e-002
-4.747350000000e-003	5.62701e-002
-4.742150000000e-003	5.38580e-002
-4.736950000000e-003	5.22500e-002
-4.731750000000e-003	4.98379e-002
-4.726550000000e-003	4.58178e-002
-4.721350000000e-003	4.26018e-002
-4.716150000000e-003	3.85817e-002
-4.710950000000e-003	3.45616e-002
-4.705750000000e-003	3.13455e-002
-4.700550000000e-003	3.05415e-002
-4.695350000000e-003	2.89334e-002
-4.690150000000e-003	2.65214e-002
-4.684950000000e-003	2.41093e-002
-4.679750000000e-003	2.25013e-002
-4.674550000000e-003	2.25013e-002
-4.669350000000e-003	2.08932e-002
-4.664150000000e-003	1.92852e-002
-4.658950000000e-003	1.84812e-002
-4.653750000000e-003	1.84812e-002
-4.648550000000e-003	1.76771e-002
-4.643350000000e-003	1.76771e-002
-4.638150000000e-003	1.68731e-002
-4.632950000000e-003	1.68731e-002
-4.627750000000e-003	1.60691e-002
-4.622550000000e-003	1.44611e-002
-4.617350000000e-003	1.44611e-002
-4.612150000000e-003	1.44611e-002
-4.606950000000e-003	1.52651e-002
-4.601750000000e-003	1.44611e-002
-4.596550000000e-003	1.28530e-002
-4.591350000000e-003	1.36570e-002
-4.586150000000e-003	1.36570e-002
-4.580950000000e-003	1.36570e-002
-4.575750000000e-003	1.28530e-002
-4.570550000000e-003	1.28530e-002
-4.565350000000e-003	1.28530e-002
-4.560150000000e-003	1.28530e-002
-4.554950000000e-003	1.36570e-002
-4.549750000000e-003	1.12450e-002
-4.544550000000e-003	1.20490e-002
-4.539350000000e-003	1.28530e-002
-4.534150000000e-003	1.28530e-002
-4.528950000000e-003	1.12450e-002
-4.523750000000e-003	1.12450e-002
-4.518550000000e-003	1.28530e-002
-4.513350000000e-003	1.12450e-002
-4.508150000000e-003	1.20490e-002
-4.502950000000e-003	1.20490e-002
-4.497750000000e-003	1.28530e-002
-4.492550000000e-003	1.20490e-002
-4.487350000000e-003	1.20490e-002
-4.482150000000e-003	1.12450e-002
-4.476950000000e-003	1.36570e-002
-4.471750000000e-003	1.12450e-002
-4.466550000000e-003	1.20490e-002
-4.461350000000e-003	1.28530e-002
-4.456150000000e-003	1.12450e-002
-4.450950000000e-003	1.20490e-002
-4.445750000000e-003	1.12450e-002
-4.440550000000e-003	1.12450e-002
-4.435350000000e-003	1.12450e-002
-4.430150000000e-003	1.04410e-002
-4.424950000000e-003	1.36570e-002
-4.419750000000e-003	1.12450e-002
-4.414550000000e-003	1.20490e-002
-4.409350000000e-003	1.20490e-002
-4.404150000000e-003	1.28530e-002
-4.398950000000e-003	1.04410e-002
-4.393750000000e-003	1.12450e-002
-4.388550000000e-003	1.28530e-002
-4.383350000000e-003	1.12450e-002
-4.378150000000e-003	1.28530e-002
-4.372950000000e-003	1.20490e-002
-4.367750000000e-003	1.20490e-002
-4.362550000000e-003	1.28530e-002
-4.357350000000e-003	1.20490e-002
-4.352150000000e-003	1.12450e-002
-4.346950000000e-003	1.12450e-002
-4.341750000000e-003	1.12450e-002
-4.336550000000e-003	1.04410e-002
-4.331350000000e-003	1.12450e-002
-4.326150000000e-003	1.20490e-002
-4.320950000000e-003	1.28530e-002
-4.315750000000e-003	1.28530e-002
-4.310550000000e-003	1.20490e-002
-4.305350000000e-003	1.20490e-002
-4.300150000000e-003	1.20490e-002
-4.294950000000e-003	1.20490e-002
-4.289750000000e-003	1.12450e-002
-4.284550000000e-003	1.12450e-002
-4.279350000000e-003	1.20490e-002
-4.274150000000e-003	1.28530e-002
-4.268950000000e-003	1.12450e-002
-4.263750000000e-003	1.20490e-002
-4.258550000000e-003	1.12450e-002
-4.253350000000e-003	1.12450e-002
-4.248150000000e-003	1.20490e-002
-4.242950000000e-003	1.20490e-002
-4.237750000000e-003	1.20490e-002
-4.232550000000e-003	1.20490e-002
-4.227350000000e-003	1.20490e-002
-4.222150000000e-003	1.28530e-002
-4.216950000000e-003	1.20490e-002
-4.211750000000e-003	1.04410e-002
-4.206550000000e-003	1.28530e-002
-4.201350000000e-003	1.20490e-002
-4.196150000000e-003	1.28530e-002
-4.190950000000e-003	1.28530e-002
-4.185750000000e-003	1.20490e-002
-4.180550000000e-003	1.20490e-002
-4.175350000000e-003	1.04410e-002
-4.170150000000e-003	1.20490e-002
-4.164950000000e-003	1.28530e-002
-4.159750000000e-003	1.12450e-002
-4.154550000000e-003	1.12450e-002
-4.149350000000e-003	1.12450e-002
-4.144150000000e-003	1.20490e-002
-4.138950000000e-003	1.12450e-002
-4.133750000000e-003	1.20490e-002
-4.128550000000e-003	1.20490e-002
-4.123350000000e-003	1.20490e-002
-4.118150000000e-003	1.20490e-002
-4.112950000000e-003	1.12450e-002
-4.107750000000e-003	1.12450e-002
-4.102550000000e-003	1.20490e-002
-4.097350000000e-003	1.12450e-002
-4.092150000000e-003	1.20490e-002
-4.086950000000e-003	1.12450e-002
-4.081750000000e-003	1.04410e-002
-4.076550000000e-003	1.12450e-002
-4.071350000000e-003	1.20490e-002
-4.066150000000e-003	1.12450e-002
-4.060950000000e-003	1.20490e-002
-4.055750000000e-003	1.12450e-002
-4.050550000000e-003	1.20490e-002
-4.045350000000e-003	1.20490e-002
-4.040150000000e-003	1.12450e-002
-4.034950000000e-003	1.12450e-002
-4.029750000000e-003	1.12450e-002
-4.024550000000e-003	1.04410e-002
-4.019350000000e-003	1.20490e-002
-4.014150000000e-003	1.12450e-002
-4.008950000000e-003	1.12450e-002
-4.003750000000e-003	1.12450e-002
-3.998550000000e-003	1.20490e-002
-3.993350000000e-003	1.12450e-002
-3.988150000000e-003	1.12450e-002
-3.982950000000e-003	1.12450e-002
-3.977750000000e-003	1.28530e-002
-3.972550000000e-003	1.12450e-002
-3.967350000000e-003	1.12450e-002
-3.962150000000e-003	1.04410e-002
-3.956950000000e-003	1.12450e-002
-3.951750000000e-003	1.12450e-002
-3.946550000000e-003	1.12450e-002
-3.941350000000e-003	1.12450e-002
-3.936150000000e-003	1.04410e-002
-3.930950000000e-003	1.28530e-002
-3.925750000000e-003	1.20490e-002
-3.920550000000e-003	1.12450e-002
-3.915350000000e-003	1.12450e-002
-3.910150000000e-003	1.12450e-002
-3.904950000000e-003	1.12450e-002
-3.899750000000e-003	1.04410e-002
-3.894550000000e-003	1.12450e-002
-3.889350000000e-003	1.12450e-002
-3.884150000000e-003	1.20490e-002
-3.878950000000e-003	1.12450e-002
-3.873750000000e-003	1.20490e-002
-3.868550000000e-003	1.12450e-002
-3.863350000000e-003	1.12450e-002
-3.858150000000e-003	1.04410e-002
-3.852950000000e-003	1.12450e-002
-3.847750000000e-003	1.20490e-002
-3.842550000000e-003	1.12450e-002
-3.837350000000e-003	1.12450e-002
-3.832150000000e-003	1.12450e-002
-3.826950000000e-003	1.20490e-002
-3.821750000000e-003	1.12450e-002
-3.816550000000e-003	1.20490e-002
-3.811350000000e-003	1.12450e-002
-3.806150000000e-003	1.12450e-002
-3.800950000000e-003	1.04410e-002
-3.795750000000e-003	1.20490e-002
-3.790550000000e-003	1.20490e-002
-3.785350000000e-003	1.20490e-002
-3.780150000000e-003	1.12450e-002
-3.774950000000e-003	1.04410e-002
-3.769750000000e-003	1.20490e-002
-3.764550000000e-003	1.12450e-002
-3.759350000000e-003	1.12450e-002
-3.754150000000e-003	1.12450e-002
-3.748950000000e-003	1.20490e-002
-3.743750000000e-003	1.12450e-002
-3.738550000000e-003	1.20490e-002
-3.733350000000e-003	1.20490e-002
-3.728150000000e-003	1.20490e-002
-3.722950000000e-003	1.28530e-002
-3.717750000000e-003	1.04410e-002
-3.712550000000e-003	1.20490e-002
-3.707350000000e-003	1.20490e-002
-3.702150000000e-003	1.12450e-002
-3.696950000000e-003	1.12450e-002
-3.691750000000e-003	1.12450e-002
-3.686550000000e-003	1.04410e-002
-3.681350000000e-003	1.04410e-002
-3.676150000000e-003	1.20490e-002
-3.670950000000e-003	1.28530e-002
-3.665750000000e-003	1.20490e-002
-3.660550000000e-003	1.04410e-002
-3.655350000000e-003	1.12450e-002
-3.650150000000e-003	1.12450e-002
-3.644950000000e-003	1.12450e-002
-3.639750000000e-003	1.20490e-002
-3.634550000000e-003	1.12450e-002
-3.629350000000e-003	1.12450e-002
-3.624150000000e-003	1.12450e-002
-3.618950000000e-003	1.12450e-002
-3.613750000000e-003	1.28530e-002
-3.608550000000e-003	1.12450e-002
-3.603350000000e-003	1.20490e-002
-3.598150000000e-003	1.04410e-002
-3.592950000000e-003	1.04410e-002
-3.587750000000e-003	1.12450e-002
-3.582550000000e-003	1.20490e-002
-3.577350000000e-003	1.20490e-002
-3.572150000000e-003	1.20490e-002
-3.566950000000e-003	1.20490e-002
-3.561750000000e-003	1.20490e-002
-3.556550000000e-003	1.12450e-002
-3.551350000000e-003	1.04410e-002
-3.546150000000e-003	1.20490e-002
-3.540950000000e-003	1.20490e-002
-3.535750000000e-003	1.20490e-002
-3.530550000000e-003	1.12450e-002
-3.525350000000e-003	1.12450e-002
-3.520150000000e-003	1.12450e-002
-3.514950000000e-003	1.20490e-002
-3.509750000000e-003	1.12450e-002
-3.504550000000e-003	1.12450e-002
-3.499350000000e-003	1.20490e-002
-3.494150000000e-003	1.12450e-002
-3.488950000000e-003	1.12450e-002
-3.483750000000e-003	1.04410e-002
-3.478550000000e-003	1.20490e-002
-3.473350000000e-003	1.20490e-002
-3.468150000000e-003	1.12450e-002
-3.462950000000e-003	1.12450e-002
-3.457750000000e-003	1.20490e-002
-3.452550000000e-003	1.04410e-002
-3.447350000000e-003	1.12450e-002
-3.442150000000e-003	9.63693e-003
-3.436950000000e-003	1.12450e-002
-3.431750000000e-003	1.12450e-002
-3.426550000000e-003	1.12450e-002
-3.421350000000e-003	1.12450e-002
-3.416150000000e-003	1.04410e-002
-3.410950000000e-003	1.20490e-002
-3.405750000000e-003	1.20490e-002
-3.400550000000e-003	1.04410e-002
-3.395350000000e-003	1.04410e-002
-3.390150000000e-003	1.04410e-002
-3.384950000000e-003	1.12450e-002
-3.379750000000e-003	1.12450e-002
-3.374550000000e-003	1.12450e-002
-3.369350000000e-003	1.12450e-002
-3.364150000000e-003	1.12450e-002
-3.358950000000e-003	1.12450e-002
-3.353750000000e-003	1.20490e-002
-3.348550000000e-003	1.04410e-002
-3.343350000000e-003	1.12450e-002
-3.338150000000e-003	1.12450e-002
-3.332950000000e-003	1.04410e-002
-3.327750000000e-003	1.20490e-002
-3.322550000000e-003	1.12450e-002
-3.317350000000e-003	1.12450e-002
-3.312150000000e-003	1.12450e-002
-3.306950000000e-003	1.04410e-002
-3.301750000000e-003	1.12450e-002
-3.296550000000e-003	1.12450e-002
-3.291350000000e-003	1.12450e-002
-3.286150000000e-003	1.12450e-002
-3.280950000000e-003	1.12450e-002
-3.275750000000e-003	1.20490e-002
-3.270550000000e-003	1.12450e-002
-3.265350000000e-003	1.20490e-002
-3.260150000000e-003	1.20490e-002
-3.254950000000e-003	1.20490e-002
-3.249750000000e-003	1.12450e-002
-3.244550000000e-003	1.12450e-002
-3.239350000000e-003	1.20490e-002
-3.234150000000e-003	1.20490e-002
-3.228950000000e-003	1.12450e-002
-3.223750000000e-003	1.20490e-002
-3.218550000000e-003	1.20490e-002
-3.213350000000e-003	1.12450e-002
-3.208150000000e-003	1.20490e-002
-3.202950000000e-003	1.20490e-002
-3.197750000000e-003	1.04410e-002
-3.192550000000e-003	1.12450e-002
-3.187350000000e-003	1.12450e-002
-3.182150000000e-003	1.12450e-002
-3.176950000000e-003	1.20490e-002
-3.171750000000e-003	1.12450e-002
-3.166550000000e-003	1.12450e-002
-3.161350000000e-003	1.20490e-002
-3.156150000000e-003	1.20490e-002
-3.150950000000e-003	1.04410e-002
-3.145750000000e-003	1.12450e-002
-3.140550000000e-003	1.12450e-002
-3.135350000000e-003	1.12450e-002
-3.130150000000e-003	1.04410e-002
-3.124950000000e-003	1.12450e-002
-3.119750000000e-003	1.12450e-002
-3.114550000000e-003	1.04410e-002
-3.109350000000e-003	1.12450e-002
-3.104150000000e-003	1.20490e-002
-3.098950000000e-003	1.12450e-002
-3.093750000000e-003	1.12450e-002
-3.088550000000e-003	1.04410e-002
-3.083350000000e-003	1.12450e-002
-3.078150000000e-003	1.12450e-002
-3.072950000000e-003	1.20490e-002
-3.067750000000e-003	1.04410e-002
-3.062550000000e-003	1.20490e-002
-3.057350000000e-003	1.12450e-002
-3.052150000000e-003	1.12450e-002
-3.046950000000e-003	1.12450e-002
-3.041750000000e-003	1.20490e-002
-3.036550000000e-003	1.20490e-002
-3.031350000000e-003	1.12450e-002
-3.026150000000e-003	1.12450e-002
-3.020950000000e-003	1.12450e-002
-3.015750000000e-003	1.12450e-002
-3.010550000000e-003	1.12450e-002
-3.005350000000e-003	1.04410e-002
-3.000150000000e-003	1.20490e-002
-2.994950000000e-003	1.12450e-002
-2.989750000000e-003	1.20490e-002
-2.984550000000e-003	1.12450e-002
-2.979350000000e-003	1.20490e-002
-2.974150000000e-003	1.12450e-002
-2.968950000000e-003	1.28530e-002
-2.963750000000e-003	1.12450e-002
-2.958550000000e-003	1.12450e-002
-2.953350000000e-003	1.12450e-002
-2.948150000000e-003	1.12450e-002
-2.942950000000e-003	1.20490e-002
-2.937750000000e-003	1.20490e-002
-2.932550000000e-003	1.12450e-002
-2.927350000000e-003	1.12450e-002
-2.922150000000e-003	1.12450e-002
-2.916950000000e-003	1.20490e-002
-2.911750000000e-003	1.20490e-002
-2.906550000000e-003	1.12450e-002
-2.901350000000e-003	1.04410e-002
-2.896150000000e-003	1.20490e-002
-2.890950000000e-003	1.04410e-002
-2.885750000000e-003	1.12450e-002
-2.880550000000e-003	1.20490e-002
-2.875350000000e-003	1.12450e-002
-2.870150000000e-003	1.12450e-002
-2.864950000000e-003	1.20490e-002
-2.859750000000e-003	1.12450e-002
-2.854550000000e-003	1.12450e-002
-2.849350000000e-003	1.12450e-002
-2.844150000000e-003	1.20490e-002
-2.838950000000e-003	1.12450e-002
-2.833750000000e-003	1.12450e-002
-2.828550000000e-003	1.04410e-002
-2.823350000000e-003	1.12450e-002
-2.818150000000e-003	1.12450e-002
-2.812950000000e-003	1.12450e-002
-2.807750000000e-003	1.04410e-002
-2.802550000000e-003	1.20490e-002
-2.797350000000e-003	1.20490e-002
-2.792150000000e-003	1.12450e-002
-2.786950000000e-003	1.12450e-002
-2.781750000000e-003	1.20490e-002
-2.776550000000e-003	1.12450e-002
-2.771350000000e-003	1.12450e-002
-2.766150000000e-003	1.12450e-002
-2.760950000000e-003	1.20490e-002
-2.755750000000e-003	1.12450e-002
-2.750550000000e-003	1.04410e-002
-2.745350000000e-003	1.20490e-002
-2.740150000000e-003	1.04410e-002
-2.734950000000e-003	1.12450e-002
-2.729750000000e-003	1.04410e-002
-2.724550000000e-003	1.28530e-002
-2.719350000000e-003	1.12450e-002
-2.714150000000e-003	1.20490e-002
-2.708950000000e-003	1.12450e-002
-2.703750000000e-003	1.12450e-002
-2.698550000000e-003	1.12450e-002
-2.693350000000e-003	1.04410e-002
-2.688150000000e-003	1.12450e-002
-2.682950000000e-003	1.04410e-002
-2.677750000000e-003	1.12450e-002
-2.672550000000e-003	1.12450e-002
-2.667350000000e-003	1.12450e-002
-2.662150000000e-003	1.20490e-002
-2.656950000000e-003	1.12450e-002
-2.651750000000e-003	1.04410e-002
-2.646550000000e-003	1.20490e-002
-2.641350000000e-003	1.20490e-002
-2.636150000000e-003	1.20490e-002
-2.630950000000e-003	1.12450e-002
-2.625750000000e-003	1.12450e-002
-2.620550000000e-003	1.04410e-002
-2.615350000000e-003	1.12450e-002
-2.610150000000e-003	1.12450e-002
-2.604950000000e-003	1.20490e-002
-2.599750000000e-003	1.20490e-002
-2.594550000000e-003	1.12450e-002
-2.589350000000e-003	1.12450e-002
-2.584150000000e-003	1.12450e-002
-2.578950000000e-003	1.20490e-002
-2.573750000000e-003	1.12450e-002
-2.568550000000e-003	1.04410e-002
-2.563350000000e-003	1.04410e-002
-2.558150000000e-003	1.12450e-002
-2.552950000000e-003	1.12450e-002
-2.547750000000e-003	1.12450e-002
-2.542550000000e-003	1.12450e-002
-2.537350000000e-003	1.04410e-002
-2.532150000000e-003	1.12450e-002
-2.526950000000e-003	1.04410e-002
