#Zeit [s]	Amplitude [V]
1.500000000000e-007	-1.60804e-004
1.505000000000e-007	-3.21608e-004
1.510000000000e-007	-6.43216e-004
1.515000000000e-007	-8.04020e-004
1.520000000000e-007	-9.64824e-004
1.525000000000e-007	-1.12563e-003
1.530000000000e-007	-1.12563e-003
1.535000000000e-007	-1.28643e-003
1.540000000000e-007	-1.28643e-003
1.545000000000e-007	-1.44724e-003
1.550000000000e-007	-1.44724e-003
1.555000000000e-007	-1.44724e-003
1.560000000000e-007	-1.44724e-003
1.565000000000e-007	-1.76884e-003
1.570000000000e-007	-1.92965e-003
1.575000000000e-007	-2.25126e-003
1.580000000000e-007	-2.41206e-003
1.585000000000e-007	-2.41206e-003
1.590000000000e-007	-2.41206e-003
1.595000000000e-007	-2.57286e-003
1.600000000000e-007	-2.41206e-003
1.605000000000e-007	-2.25126e-003
1.610000000000e-007	-2.25126e-003
1.615000000000e-007	-2.25126e-003
1.620000000000e-007	-2.25126e-003
1.625000000000e-007	-2.09045e-003
1.630000000000e-007	-1.92965e-003
1.635000000000e-007	-2.09045e-003
1.640000000000e-007	-1.92965e-003
1.645000000000e-007	-1.76884e-003
1.650000000000e-007	-1.60804e-003
1.655000000000e-007	-1.60804e-003
1.660000000000e-007	-1.44724e-003
1.665000000000e-007	-1.28643e-003
1.670000000000e-007	-1.28643e-003
1.675000000000e-007	-1.12563e-003
1.680000000000e-007	-8.04020e-004
1.685000000000e-007	-6.43216e-004
1.690000000000e-007	-8.04020e-004
1.695000000000e-007	-8.04020e-004
1.700000000000e-007	-8.04020e-004
1.705000000000e-007	-8.04020e-004
1.710000000000e-007	-6.43216e-004
1.715000000000e-007	-6.43216e-004
1.720000000000e-007	-3.21608e-004
1.725000000000e-007	-1.60804e-004
1.730000000000e-007	-1.60804e-004
1.735000000000e-007	 1.60804e-004
1.740000000000e-007	 3.21608e-004
1.745000000000e-007	 3.21608e-004
1.750000000000e-007	 3.21608e-004
1.755000000000e-007	 3.21608e-004
1.760000000000e-007	 4.82412e-004
1.765000000000e-007	 4.82412e-004
1.770000000000e-007	 1.60804e-004
1.775000000000e-007	 0.00000e+000
1.780000000000e-007	 1.60804e-004
1.785000000000e-007	 1.60804e-004
1.790000000000e-007	 1.60804e-004
1.795000000000e-007	 1.60804e-004
1.800000000000e-007	 0.00000e+000
1.805000000000e-007	 0.00000e+000
1.810000000000e-007	 0.00000e+000
1.815000000000e-007	-1.60804e-004
1.820000000000e-007	 0.00000e+000
1.825000000000e-007	-1.60804e-004
1.830000000000e-007	-3.21608e-004
1.835000000000e-007	-4.82412e-004
1.840000000000e-007	-4.82412e-004
1.845000000000e-007	-6.43216e-004
1.850000000000e-007	-8.04020e-004
1.855000000000e-007	-8.04020e-004
1.860000000000e-007	-9.64824e-004
1.865000000000e-007	-1.12563e-003
1.870000000000e-007	-1.12563e-003
1.875000000000e-007	-1.44724e-003
1.880000000000e-007	-1.44724e-003
1.885000000000e-007	-1.60804e-003
1.890000000000e-007	-1.60804e-003
1.895000000000e-007	-1.60804e-003
1.900000000000e-007	-1.44724e-003
1.905000000000e-007	-1.60804e-003
1.910000000000e-007	-1.60804e-003
1.915000000000e-007	-1.60804e-003
1.920000000000e-007	-1.76884e-003
1.925000000000e-007	-1.76884e-003
1.930000000000e-007	-1.92965e-003
1.935000000000e-007	-1.92965e-003
1.940000000000e-007	-1.92965e-003
1.945000000000e-007	-2.09045e-003
1.950000000000e-007	-2.09045e-003
1.955000000000e-007	-2.25126e-003
1.960000000000e-007	-2.09045e-003
1.965000000000e-007	-2.09045e-003
1.970000000000e-007	-2.09045e-003
1.975000000000e-007	-2.25126e-003
1.980000000000e-007	-2.25126e-003
1.985000000000e-007	-2.09045e-003
1.990000000000e-007	-2.09045e-003
1.995000000000e-007	-2.09045e-003
2.000000000000e-007	-1.92965e-003
2.005000000000e-007	-1.92965e-003
2.010000000000e-007	-1.92965e-003
2.015000000000e-007	-1.92965e-003
2.020000000000e-007	-1.76884e-003
2.025000000000e-007	-1.92965e-003
2.030000000000e-007	-1.60804e-003
2.035000000000e-007	-1.28643e-003
2.040000000000e-007	-1.28643e-003
2.045000000000e-007	-1.12563e-003
2.050000000000e-007	-9.64824e-004
2.055000000000e-007	-8.04020e-004
2.060000000000e-007	-4.82412e-004
2.065000000000e-007	-4.82412e-004
2.070000000000e-007	-3.21608e-004
2.075000000000e-007	-3.21608e-004
2.080000000000e-007	-3.21608e-004
2.085000000000e-007	-3.21608e-004
2.090000000000e-007	-4.82412e-004
2.095000000000e-007	-6.43216e-004
2.100000000000e-007	-3.21608e-004
2.105000000000e-007	-1.60804e-004
2.110000000000e-007	 1.60804e-004
2.115000000000e-007	 3.21608e-004
2.120000000000e-007	 4.82412e-004
2.125000000000e-007	 3.21608e-004
2.130000000000e-007	 4.82412e-004
2.135000000000e-007	 3.21608e-004
2.140000000000e-007	 3.21608e-004
2.145000000000e-007	 1.60804e-004
2.150000000000e-007	 0.00000e+000
2.155000000000e-007	 1.60804e-004
2.160000000000e-007	 0.00000e+000
2.165000000000e-007	 0.00000e+000
2.170000000000e-007	-3.21608e-004
2.175000000000e-007	-4.82412e-004
2.180000000000e-007	-3.21608e-004
2.185000000000e-007	-6.43216e-004
2.190000000000e-007	-6.43216e-004
2.195000000000e-007	-6.43216e-004
2.200000000000e-007	-6.43216e-004
2.205000000000e-007	-8.04020e-004
2.210000000000e-007	-9.64824e-004
2.215000000000e-007	-9.64824e-004
2.220000000000e-007	-9.64824e-004
2.225000000000e-007	-9.64824e-004
2.230000000000e-007	-9.64824e-004
2.235000000000e-007	-1.12563e-003
2.240000000000e-007	-1.28643e-003
2.245000000000e-007	-1.44724e-003
2.250000000000e-007	-1.60804e-003
2.255000000000e-007	-1.76884e-003
2.260000000000e-007	-1.76884e-003
2.265000000000e-007	-1.92965e-003
2.270000000000e-007	-2.09045e-003
2.275000000000e-007	-2.09045e-003
2.280000000000e-007	-1.76884e-003
2.285000000000e-007	-1.92965e-003
2.290000000000e-007	-2.09045e-003
2.295000000000e-007	-2.25126e-003
2.300000000000e-007	-2.09045e-003
2.305000000000e-007	-2.09045e-003
2.310000000000e-007	-2.09045e-003
2.315000000000e-007	-1.92965e-003
2.320000000000e-007	-1.76884e-003
2.325000000000e-007	-1.76884e-003
2.330000000000e-007	-1.76884e-003
2.335000000000e-007	-1.76884e-003
2.340000000000e-007	-1.60804e-003
2.345000000000e-007	-1.76884e-003
2.350000000000e-007	-1.60804e-003
2.355000000000e-007	-1.12563e-003
2.360000000000e-007	-8.04020e-004
2.365000000000e-007	-8.04020e-004
2.370000000000e-007	-9.64824e-004
2.375000000000e-007	-9.64824e-004
2.380000000000e-007	-9.64824e-004
2.385000000000e-007	-9.64824e-004
2.390000000000e-007	-8.04020e-004
2.395000000000e-007	-6.43216e-004
2.400000000000e-007	-3.21608e-004
2.405000000000e-007	-3.21608e-004
2.410000000000e-007	-3.21608e-004
2.415000000000e-007	-4.82412e-004
2.420000000000e-007	-4.82412e-004
2.425000000000e-007	-3.21608e-004
2.430000000000e-007	 0.00000e+000
2.435000000000e-007	 1.60804e-004
2.440000000000e-007	 1.60804e-004
2.445000000000e-007	 0.00000e+000
2.450000000000e-007	 1.60804e-004
2.455000000000e-007	 0.00000e+000
2.460000000000e-007	 3.21608e-004
2.465000000000e-007	 1.60804e-004
2.470000000000e-007	 1.60804e-004
2.475000000000e-007	 1.60804e-004
2.480000000000e-007	 1.60804e-004
2.485000000000e-007	 1.60804e-004
2.490000000000e-007	 0.00000e+000
2.495000000000e-007	 0.00000e+000
